bat_speed,impact_height,ball_length,ball_line,timing,front_foot,shot_type
87.35,35.07,3.772,11.65,0.691,1,straight_drive
97.78,43.76,3.341,76.95,0.7236,1,cover_drive
87.15,14.87,3.266,22.53,0.7114,1,straight_drive
95.95,29.54,4.19,21.59,0.7219,1,flick
94.93,78.9,7.201,40.03,0.706,0,cut
110.61,80.49,7.596,12.6,0.6036,1,pull
80.7,45.92,3.209,2.8,0.6133,1,flick
87.67,33.26,3.175,23.2,0.6055,1,straight_drive
91.65,47.59,3.219,88.65,0.7188,1,cover_drive
101.64,59.74,2.9,24.46,0.6696,1,straight_drive
76.49,35.51,3.611,-79.07,0.5745,1,flick
80.53,35.91,2.671,60.74,0.9184,1,cover_drive
95.06,26.9,2.729,53.21,0.8878,1,cover_drive
39.06,46.32,5.421,30.5,0.6751,1,defensive
95.48,83.33,5.927,30.42,0.5711,0,cut
92.98,70.11,6.336,80.58,1.0,0,cut
104.6,11.57,2.579,-6.05,0.6168,0,straight_drive
103.29,68.74,7.547,-0.19,0.6322,0,pull
96.37,63.86,3.925,-61.63,1.0,1,flick
106.71,35.02,3.395,55.18,0.6412,1,cover_drive
92.72,36.79,2.994,13.48,0.5716,1,defensive
107.19,89.8,5.766,48.21,0.6623,0,pull
93.47,100.79,6.427,59.45,0.6085,1,cut
73.98,30.92,4.244,35.39,0.831,1,defensive
94.97,63.58,6.943,-55.53,0.6564,0,pull
109.08,35.47,3.228,-1.17,0.9396,1,straight_drive
104.84,91.33,5.305,19.33,0.758,1,cut
96.53,31.76,2.907,44.67,0.6389,1,cover_drive
100.49,50.38,6.715,28.39,0.5867,0,cut
99.2,75.19,5.415,78.33,0.7071,1,cut
99.52,50.94,3.112,64.74,0.8175,1,cover_drive
102.13,80.29,4.928,72.38,0.6289,0,cut
102.67,85.21,6.213,4.26,0.5073,0,pull
76.15,47.2,3.024,1.78,0.2184,1,defensive
100.53,36.33,3.793,-30.13,0.3756,0,flick
95.1,56.23,5.816,-35.17,0.8719,0,pull
88.82,24.23,3.685,12.75,0.6847,1,straight_drive
67.89,58.9,3.438,-15.1,0.4201,1,defensive
73.4,59.38,4.392,-33.52,0.3247,1,defensive
87.17,68.45,7.261,70.11,1.0,1,cut
92.73,75.72,5.643,62.02,0.9734,0,cut
107.84,60.67,7.137,71.07,0.95,0,cut
95.84,67.43,6.046,32.23,0.6619,0,cut
83.23,32.39,3.717,58.08,0.6178,1,cover_drive
121.9,65.28,5.952,-18.53,0.7525,0,pull
79.89,57.77,4.12,-36.99,0.762,1,flick
93.96,58.63,7.14,57.67,0.8053,1,cut
102.14,46.65,3.538,31.77,0.7888,1,cover_drive
92.48,43.61,4.16,-47.14,0.6476,1,flick
68.69,63.44,2.593,44.55,0.826,1,straight_drive
99.66,55.22,4.801,-21.84,0.2454,1,defensive
65.49,43.03,3.97,10.12,0.779,0,defensive
68.05,21.94,4.735,-24.16,0.4791,0,defensive
109.01,71.11,7.023,6.77,0.9161,0,pull
76.6,20.56,4.728,31.96,0.9375,1,defensive
87.23,51.79,6.195,77.55,0.7346,0,cut
83.96,105.22,6.541,8.99,0.6854,0,pull
89.71,43.8,4.073,-31.58,0.9636,0,flick
100.64,59.16,2.669,17.77,0.6245,1,straight_drive
69.7,38.83,5.369,-2.01,0.6722,0,defensive
107.11,46.77,5.806,28.76,0.7641,1,cut
67.1,71.0,4.305,-51.06,0.4364,0,flick
87.74,71.94,6.974,11.42,0.7901,1,pull
75.12,46.87,5.911,27.12,0.7659,1,cut
73.93,30.88,3.594,11.52,0.5462,0,defensive
73.63,54.1,5.751,127.53,0.8743,1,cut
96.09,56.87,7.218,36.16,0.6643,0,cut
100.17,52.61,4.309,-54.99,0.645,1,flick
82.24,27.53,2.79,84.47,0.8352,1,cover_drive
84.73,65.16,5.029,0.69,0.6627,0,defensive
86.19,34.85,2.585,13.34,0.7186,1,straight_drive
100.63,72.23,5.63,86.85,0.7354,0,cut
113.03,106.72,7.117,-22.63,0.7731,0,pull
95.35,51.18,7.783,68.46,0.8126,0,cut
85.31,6.89,4.164,22.91,0.7638,1,straight_drive
65.01,14.35,4.446,-47.7,0.5387,0,defensive
88.28,22.08,3.645,-4.83,0.8574,1,straight_drive
101.77,93.69,7.301,106.95,0.7075,0,cut
89.22,48.04,2.855,18.55,0.5205,1,straight_drive
109.27,67.5,6.309,-26.72,0.503,1,pull
85.61,56.6,3.976,44.74,0.815,1,defensive
93.51,26.8,4.513,-47.13,0.8709,1,flick
82.56,41.04,3.218,46.12,0.7043,0,cover_drive
65.77,52.76,3.824,-44.78,0.6364,1,defensive
111.01,41.69,5.842,56.41,0.6378,0,cut
94.88,45.47,3.222,22.29,0.9155,1,straight_drive
84.14,57.89,4.914,-14.26,0.7049,1,flick
52.92,30.83,3.754,-4.55,0.4935,1,defensive
50.48,24.47,4.957,6.18,0.5825,0,defensive
91.99,44.54,2.948,4.1,0.5837,1,straight_drive
96.64,93.53,6.36,26.74,0.4657,1,pull
103.72,50.03,3.451,-42.02,0.8687,1,flick
92.98,17.5,3.006,0.83,0.707,1,straight_drive
82.64,35.66,2.981,12.24,0.7007,1,flick
91.13,52.47,2.456,45.94,0.6983,1,straight_drive
104.44,39.25,4.027,-1.12,0.4513,0,defensive
96.46,34.24,2.197,15.2,0.7458,1,straight_drive
80.03,32.88,5.185,-16.38,0.5247,0,defensive
76.14,21.44,6.227,90.1,0.6049,1,defensive
89.8,70.27,5.307,106.41,0.6763,0,cut
99.71,56.42,3.801,54.15,0.9071,1,cover_drive
93.77,80.23,7.045,-30.66,0.6855,0,pull
65.29,34.96,5.166,-14.75,0.2226,1,defensive
94.29,62.78,3.337,-13.65,0.4591,0,defensive
107.06,40.46,3.736,46.94,0.8521,1,cover_drive
83.22,41.19,4.148,48.62,0.6809,1,defensive
86.81,31.2,2.489,-8.3,0.89,1,straight_drive
96.98,16.29,3.279,91.62,0.6742,1,cover_drive
53.1,6.19,5.254,-26.39,0.9099,1,defensive
84.89,53.56,3.326,-35.88,0.719,1,flick
99.96,48.81,3.283,14.12,0.9219,1,straight_drive
112.98,49.28,3.755,72.45,0.7593,1,cover_drive
85.41,29.12,3.52,20.77,0.6533,1,cover_drive
79.95,38.44,3.076,-11.95,0.9276,1,straight_drive
107.44,66.76,3.362,-57.97,0.6279,0,flick
87.06,67.75,6.398,-75.54,0.6613,0,pull
89.79,31.75,3.439,95.26,0.7922,1,cover_drive
117.69,74.72,6.191,-47.85,0.467,0,pull
69.06,29.97,3.938,22.31,0.609,1,defensive
82.16,65.85,4.629,23.19,0.6023,1,defensive
77.27,31.28,2.861,34.75,0.491,0,straight_drive
86.63,42.62,2.369,7.65,0.83,1,straight_drive
94.8,40.45,3.632,-39.61,0.9981,1,flick
108.29,26.91,3.347,17.1,0.8216,1,cover_drive
114.0,21.54,3.901,13.38,0.7268,1,straight_drive
97.42,24.58,3.504,34.68,0.7976,1,cover_drive
84.38,32.25,3.216,37.94,0.677,1,cover_drive
87.31,77.31,7.165,88.12,0.5961,0,cut
89.75,47.32,3.483,-91.82,0.4803,1,flick
92.98,17.09,3.581,51.52,0.7613,1,cover_drive
102.34,38.95,3.026,-21.84,0.5437,1,straight_drive
66.24,52.73,4.605,21.95,0.3731,1,defensive
95.68,56.74,3.397,-28.99,0.3948,0,defensive
97.78,85.38,6.943,51.46,0.4488,0,cut
98.46,73.86,4.468,53.42,0.6095,0,cut
88.92,87.72,7.153,-5.51,0.6488,0,pull
113.9,87.31,6.969,8.55,0.6348,0,pull
93.94,51.71,4.009,-33.41,0.9175,0,flick
70.17,23.03,2.957,28.51,0.5548,1,defensive
95.01,71.68,6.379,62.22,0.7764,0,cut
108.54,70.89,5.913,64.88,0.8512,0,pull
65.52,39.28,6.74,19.07,0.4603,1,defensive
98.79,46.69,2.983,65.32,0.7866,1,cover_drive
96.46,33.39,3.899,14.2,0.6435,0,defensive
78.0,82.38,6.616,96.12,0.6563,0,cut
92.01,15.55,2.036,74.32,0.5441,1,cover_drive
76.5,50.24,3.546,-30.26,0.4193,1,defensive
92.6,42.29,6.463,-10.73,0.7379,0,pull
95.32,33.63,2.41,65.92,0.868,1,cover_drive
94.92,35.66,3.578,-22.0,0.7916,1,flick
70.36,57.3,4.558,57.17,0.7779,0,cut
93.4,49.19,2.738,96.53,0.5673,1,cover_drive
97.21,55.43,3.383,10.77,0.3365,1,straight_drive
86.79,50.12,2.596,53.13,0.6028,1,straight_drive
99.27,30.27,2.353,32.08,0.8267,1,straight_drive
101.31,38.47,2.531,13.3,0.6899,1,cover_drive
77.33,51.84,5.552,79.87,0.7608,1,cut
94.17,21.96,4.12,-5.49,0.7536,1,straight_drive
107.93,54.39,4.264,-36.88,0.8381,1,flick
89.94,81.76,6.713,0.25,0.4659,0,pull
79.34,49.95,3.245,57.78,0.7521,1,cover_drive
82.21,65.99,6.785,-14.09,0.4656,1,pull
104.64,60.43,6.059,61.18,0.6819,0,cut
108.21,54.44,3.448,59.54,0.5237,1,cover_drive
77.43,39.66,5.936,72.39,0.4082,1,cut
86.05,47.55,3.712,57.91,0.7276,1,cover_drive
102.94,50.2,3.103,23.62,0.8248,1,straight_drive
77.16,22.19,3.251,54.22,0.7705,1,cover_drive
85.57,52.29,2.723,-79.46,0.5192,0,flick
88.5,63.53,6.199,11.02,0.4832,0,pull
108.33,53.93,7.202,-48.33,0.5534,0,pull
83.7,25.97,2.344,1.81,0.8874,1,straight_drive
84.44,58.19,4.774,37.76,0.6137,0,defensive
113.91,71.61,6.324,-45.19,1.0,1,pull
84.01,74.03,5.97,-19.0,0.6752,0,pull
91.63,30.31,3.884,71.71,0.7893,1,cover_drive
103.31,11.57,3.038,36.23,0.8478,1,straight_drive
84.82,26.79,5.786,60.15,0.8523,0,cut
87.77,82.28,6.731,81.63,0.5579,0,cut
89.56,24.14,3.196,40.99,0.5321,1,defensive
84.77,26.45,3.351,85.75,0.7784,1,cover_drive
109.25,35.78,3.118,-28.18,0.888,1,flick
90.31,11.06,5.034,-40.63,0.5321,1,defensive
61.71,42.47,5.068,-35.11,0.4068,0,defensive
73.17,28.69,4.623,11.73,0.8169,0,defensive
70.8,51.41,4.905,-9.87,0.4633,0,defensive
80.29,46.09,3.048,48.42,0.5646,1,cover_drive
96.18,106.12,3.856,-68.11,0.8885,1,flick
79.31,30.78,3.553,-85.02,0.565,1,flick
88.91,55.35,3.902,-16.32,0.4188,0,flick
99.29,30.96,3.05,19.87,0.6627,0,cover_drive
99.21,32.59,3.645,6.47,0.7455,1,straight_drive
83.52,46.93,3.856,-38.76,0.533,1,flick
92.03,62.72,3.013,57.37,1.0,1,cover_drive
88.0,20.64,3.211,-4.47,0.7929,1,defensive
84.03,65.16,5.442,63.17,0.579,0,cut
93.13,58.15,6.653,-11.13,0.5842,0,pull
97.83,65.08,7.448,-51.12,0.7593,0,pull
82.19,45.5,2.307,11.01,0.5899,1,defensive
96.35,14.93,3.994,-11.4,0.5538,1,defensive
102.32,57.56,4.774,-29.62,0.6566,0,flick
98.42,30.1,2.467,57.28,0.7744,1,cover_drive
95.74,42.3,5.723,77.51,0.6285,0,cut
87.78,79.86,5.718,76.66,0.6744,0,cut
99.48,57.18,6.678,103.96,0.5786,0,cut
99.61,37.66,2.436,-3.34,0.6284,1,straight_drive
97.2,29.19,2.371,43.96,0.7227,1,cover_drive
76.17,30.98,4.008,28.64,0.4335,1,defensive
81.37,62.42,6.34,35.26,0.624,0,pull
85.44,49.18,3.74,-56.25,0.7874,0,flick
91.36,44.16,6.311,80.55,0.8455,0,cut
88.47,31.11,2.678,38.09,0.7223,1,cover_drive
108.68,28.2,3.301,1.09,0.697,1,straight_drive
105.86,55.38,6.596,-4.46,0.8242,0,pull
91.12,67.29,5.9,77.46,0.7637,0,cut
82.71,34.36,2.948,16.64,0.9053,1,straight_drive
85.34,49.12,2.914,19.15,0.5736,1,straight_drive
102.5,43.42,7.124,43.68,0.796,0,cut
94.38,69.71,6.05,-13.89,0.8364,0,pull
84.47,14.53,2.95,17.23,0.3628,1,defensive
84.07,38.46,3.61,39.67,0.6729,1,cover_drive
94.04,18.49,3.762,21.77,0.8539,1,cover_drive
90.38,77.78,6.829,-15.54,0.7057,0,pull
97.4,69.85,7.359,-10.13,0.6881,0,pull
96.04,51.49,5.006,3.76,0.4802,0,defensive
107.74,29.72,3.408,53.59,0.7582,1,cover_drive
81.57,55.27,6.032,79.38,0.6082,0,cut
110.65,38.29,3.748,8.03,0.9173,1,straight_drive
82.32,26.7,4.883,14.88,0.7228,0,defensive
71.33,72.56,4.09,8.49,0.3449,1,defensive
104.9,38.27,3.299,24.19,0.8248,1,cover_drive
107.14,33.77,3.139,55.38,0.7229,1,cover_drive
97.98,81.5,5.068,-10.9,0.7082,1,pull
110.73,50.64,2.586,66.12,0.8274,1,cover_drive
121.58,69.23,6.942,12.65,0.7275,0,pull
101.63,33.02,3.151,36.32,0.7567,1,cover_drive
88.37,66.82,6.625,89.58,0.8378,1,cut
96.84,66.91,5.978,36.81,0.8019,0,cut
83.7,31.12,3.741,-39.56,0.7027,1,defensive
106.98,71.29,5.588,-7.57,0.5837,0,pull
100.41,48.45,3.654,57.64,0.7135,1,cover_drive
97.14,31.97,3.595,-10.08,0.7633,1,straight_drive
96.31,46.0,2.272,60.46,0.9471,1,cover_drive
74.2,32.25,3.453,23.54,0.4988,1,defensive
89.95,53.6,3.884,-29.37,0.4465,1,flick
130.12,52.82,5.654,93.28,0.9319,1,cut
69.55,51.01,4.22,-11.8,0.6092,1,defensive
68.49,33.18,5.609,-33.2,0.6144,0,defensive
94.0,62.33,5.6,77.08,0.6905,1,cut
77.43,26.77,3.319,49.81,0.7294,1,cover_drive
68.23,48.89,3.405,-31.63,0.7734,1,flick
104.02,71.05,6.126,-0.2,0.5512,0,pull
78.45,27.39,2.7,27.75,0.8785,1,defensive
101.17,70.87,6.073,-3.64,0.82,0,pull
109.47,67.65,5.976,54.26,0.8312,1,cut
75.56,51.63,3.591,-5.31,0.5768,1,straight_drive
82.06,35.19,2.31,-5.23,0.8274,1,straight_drive
98.38,48.54,6.512,-24.81,0.7531,0,pull
101.03,83.37,5.568,57.2,0.7281,0,cut
85.79,18.36,3.25,37.47,0.6582,1,cover_drive
85.88,12.51,3.137,15.6,0.815,0,straight_drive
87.84,60.9,6.435,-52.04,0.6802,0,pull
80.87,77.68,7.629,-74.68,0.9956,0,pull
82.34,57.42,4.217,4.16,0.8289,0,flick
96.04,30.96,4.053,-47.41,0.5332,0,flick
95.79,35.55,3.37,32.92,0.7767,1,straight_drive
102.8,45.4,3.005,-15.64,0.9259,0,flick
92.95,45.64,2.51,38.37,0.7324,1,cover_drive
118.63,62.89,5.889,77.63,0.9645,0,cut
96.2,56.94,6.351,54.85,0.9589,0,cut
105.26,36.75,2.98,66.01,0.6237,1,cover_drive
111.04,32.77,3.53,61.11,0.6562,0,cover_drive
109.63,36.36,2.416,-7.69,0.8656,1,straight_drive
82.67,67.09,6.212,24.09,0.7224,0,cut
100.05,76.16,7.184,-3.08,0.4973,0,pull
77.32,31.33,4.879,7.71,0.7596,0,flick
91.28,61.6,5.551,79.78,0.6107,1,cut
101.53,54.67,5.366,-5.41,0.5781,0,pull
85.29,41.43,5.802,45.62,0.4958,0,cut
121.49,95.67,6.917,-38.51,0.584,0,pull
83.55,89.38,7.49,77.07,0.8742,1,cut
81.15,50.77,2.991,19.39,0.6953,1,straight_drive
94.39,67.27,6.346,2.52,0.9382,1,pull
90.2,41.36,3.069,62.82,0.7845,1,straight_drive
90.13,22.35,7.148,-26.6,0.6143,0,pull
98.85,62.58,3.837,-49.85,0.4193,1,flick
65.64,49.4,4.212,26.44,0.3904,0,defensive
96.73,39.55,2.451,65.17,0.5827,1,cover_drive
65.27,21.98,2.817,-25.38,0.3626,1,defensive
78.37,46.32,3.574,-63.22,0.622,1,flick
97.19,34.66,3.143,95.41,0.789,1,cover_drive
96.83,67.26,6.114,85.11,0.6501,0,cut
45.74,43.86,4.327,2.75,0.3344,1,defensive
71.25,45.73,3.497,-22.19,0.8698,0,straight_drive
97.89,83.42,6.506,-18.14,0.552,0,pull
97.33,45.95,2.531,1.76,0.6814,0,straight_drive
98.37,59.03,4.604,-32.95,0.9144,1,flick
109.52,54.32,2.516,11.46,0.7341,1,straight_drive
95.04,58.3,3.677,-40.44,0.6841,1,flick
83.3,67.33,5.841,69.19,0.6176,0,cut
102.07,77.53,6.214,-18.53,0.5716,0,pull
77.99,50.95,4.376,2.63,0.5779,1,defensive
99.54,30.66,3.323,56.89,0.7181,1,cover_drive
47.13,20.27,2.126,32.86,0.5399,1,defensive
87.56,39.75,2.798,-8.98,0.6922,1,straight_drive
94.86,37.48,2.774,43.52,0.8676,1,straight_drive
92.71,13.27,2.776,26.68,0.748,1,straight_drive
73.4,55.85,2.055,-6.21,0.6908,1,straight_drive
100.02,84.94,5.781,63.49,0.7915,1,cut
108.01,90.28,5.768,-10.67,0.7765,0,pull
94.97,35.76,3.545,-41.3,0.7277,1,flick
58.52,45.87,5.668,42.91,0.5476,1,cut
58.16,30.73,6.085,61.89,0.8718,1,defensive
74.41,47.38,3.257,-41.15,0.8133,1,flick
82.58,35.07,3.936,19.58,0.7971,0,straight_drive
69.72,56.84,5.793,-28.33,0.4244,1,defensive
91.58,76.79,4.69,13.39,1.0,0,pull
69.02,17.96,4.038,-16.91,0.7769,1,defensive
105.79,54.04,6.759,-34.84,0.5721,1,pull
67.15,55.49,2.941,27.17,0.6003,1,straight_drive
89.95,27.62,3.737,11.53,0.7495,1,straight_drive
102.55,35.24,3.384,15.24,0.7242,1,straight_drive
86.73,38.0,6.353,42.26,0.8249,1,cut
102.24,55.78,4.356,70.48,1.0,0,cut
68.34,31.85,2.212,-87.67,0.5265,1,defensive
65.95,28.36,5.093,-64.77,0.6861,1,flick
103.47,18.48,3.438,59.87,0.8013,1,cover_drive
88.26,44.35,4.26,3.34,0.4124,1,defensive
101.77,65.73,5.182,100.83,0.5908,0,cut
100.81,91.1,6.415,14.07,0.6092,0,pull
91.22,53.93,4.871,36.96,0.8561,1,defensive
91.49,28.02,2.396,83.54,0.8187,1,cover_drive
86.19,76.43,7.309,-17.15,0.8923,0,pull
102.13,58.87,6.857,-3.03,0.7212,1,pull
86.39,52.54,2.296,38.66,0.6416,0,defensive
100.83,10.98,2.253,42.31,0.7171,1,cover_drive
101.01,41.37,2.696,-55.25,0.8248,0,flick
91.2,35.02,3.324,49.37,0.8104,1,cover_drive
87.56,19.13,3.257,56.29,0.6611,1,cover_drive
53.77,35.9,3.313,22.88,0.2473,1,defensive
114.24,58.64,3.462,-38.97,0.6172,0,flick
86.51,54.78,4.403,89.75,0.7073,0,cut
89.32,14.92,5.53,5.31,0.7715,1,defensive
76.04,11.37,5.204,29.74,0.7845,1,defensive
94.05,42.97,4.139,-25.96,0.8927,1,flick
94.5,35.37,3.324,90.65,0.4255,0,cover_drive
97.09,35.14,2.615,16.36,0.896,1,straight_drive
85.49,40.82,5.013,87.74,0.7934,0,cut
97.41,54.59,5.957,-18.65,0.9009,0,pull
93.45,36.32,2.668,58.51,0.8612,1,cover_drive
103.32,39.75,2.701,26.69,0.6244,1,straight_drive
88.46,30.5,3.9,87.85,0.8809,1,cover_drive
91.2,23.93,2.493,63.63,0.5806,0,defensive
117.48,76.66,6.447,13.21,0.7903,1,pull
83.73,56.69,5.59,-4.06,0.8773,0,pull
79.33,52.09,6.541,47.12,0.8374,0,cut
118.8,88.52,5.765,-3.07,0.9103,0,pull
57.15,46.59,5.697,13.0,0.6577,0,defensive
80.82,52.1,6.378,64.69,0.6794,0,cut
85.31,104.33,7.182,-25.73,0.3593,0,pull
98.45,13.82,2.969,116.77,0.6289,1,cover_drive
94.43,91.16,6.629,-37.24,0.6823,0,pull
93.5,40.85,4.583,5.34,0.7896,1,flick
75.56,30.79,5.226,6.87,0.4973,0,defensive
80.68,28.01,3.954,-10.73,1.0,0,flick
92.06,61.75,2.682,45.58,0.7766,1,cover_drive
101.44,28.31,2.919,51.48,0.6523,0,cover_drive
64.18,21.79,2.869,77.88,0.4728,1,defensive
79.34,62.24,5.632,71.56,0.7637,0,cut
89.99,88.33,6.105,8.26,0.7609,0,pull
90.55,52.95,7.121,-1.74,0.5392,1,pull
83.04,40.44,3.46,12.61,0.7642,1,straight_drive
78.31,32.59,3.454,13.25,0.8702,1,straight_drive
73.85,47.16,2.85,9.83,0.8712,1,straight_drive
78.23,52.3,3.924,-76.67,0.8878,1,flick
94.09,43.73,3.62,46.25,0.6778,1,straight_drive
110.35,44.85,3.582,-21.25,0.6262,1,flick
88.32,55.7,4.868,54.52,0.5936,1,cut
88.12,41.75,3.209,14.11,0.7082,0,cover_drive
113.7,40.81,3.58,-45.51,0.4517,0,flick
57.41,26.19,3.904,32.0,0.6126,1,defensive
84.08,74.28,5.749,47.95,0.6421,0,cut
89.77,50.9,4.584,76.28,0.9216,1,cover_drive
92.93,70.88,5.769,73.55,0.6551,1,cut
103.25,64.28,6.456,8.8,0.6778,0,pull
55.07,41.01,2.329,54.99,0.3152,0,defensive
94.05,65.26,6.496,-21.46,0.7321,0,pull
92.54,82.64,6.824,17.33,0.8134,0,pull
52.94,57.97,5.038,14.94,0.3019,0,defensive
108.48,69.07,5.829,34.21,0.6871,0,pull
95.16,63.82,4.238,-63.24,0.9131,0,flick
69.21,97.49,6.943,95.87,0.8671,0,cut
112.87,41.72,6.12,78.48,0.5578,0,cut
74.98,61.53,5.306,54.41,0.7014,0,cut
99.43,26.25,2.912,33.16,0.5382,1,cover_drive
81.44,44.02,6.168,79.51,0.8019,0,cut
77.73,36.33,3.767,25.73,0.6417,1,defensive
87.77,57.25,6.27,-11.71,0.6078,0,pull
77.43,34.21,3.907,14.81,0.5518,1,defensive
84.96,61.7,3.561,17.93,0.9193,1,straight_drive
96.28,60.54,5.053,6.56,0.5628,0,pull
91.72,23.53,2.972,57.3,0.6609,1,cover_drive
78.11,53.88,5.978,3.87,1.0,1,pull
96.44,48.96,6.216,-8.48,0.3212,1,defensive
72.48,32.96,2.701,76.17,0.7736,1,cover_drive
93.49,58.69,2.915,11.82,0.9141,1,straight_drive
90.16,65.03,4.369,-63.83,0.7878,1,flick
86.41,30.74,3.579,-57.84,0.8937,1,flick
75.81,37.92,5.263,80.46,0.8307,0,cut
76.54,62.52,3.908,-64.6,0.923,1,flick
95.01,57.92,7.172,37.47,0.6928,0,cut
111.6,59.17,6.059,71.82,0.2357,0,cut
79.57,63.33,4.316,9.7,0.1223,1,defensive
101.43,49.25,3.345,62.86,0.9068,0,cover_drive
73.4,46.1,4.498,50.47,0.5223,1,defensive
83.14,45.3,2.819,45.72,0.6314,1,straight_drive
83.3,44.8,2.895,28.75,0.8107,1,straight_drive
64.13,53.78,3.312,22.58,0.7242,1,straight_drive
76.96,35.85,3.69,54.47,0.5865,0,defensive
81.0,45.56,6.994,76.32,0.8963,0,cut
103.09,66.25,5.687,129.8,0.9184,0,cut
88.84,39.27,4.74,20.5,0.5411,1,defensive
92.42,53.9,3.868,23.16,0.6428,1,straight_drive
67.1,68.77,2.374,-10.37,0.8439,1,straight_drive
103.58,33.23,2.516,100.46,0.5681,1,cover_drive
61.83,38.44,3.664,-20.09,0.4611,1,defensive
75.06,28.19,3.719,-42.81,0.8807,1,flick
100.48,32.55,3.18,72.18,0.5558,1,cover_drive
93.59,44.59,3.862,-38.27,0.9402,1,flick
81.77,35.07,2.674,16.72,0.7091,0,cover_drive
82.57,52.36,5.053,-20.21,0.685,1,defensive
94.52,64.69,6.121,77.66,0.7884,0,cut
124.14,42.4,3.2,53.24,0.8233,0,cover_drive
55.67,41.33,4.825,75.3,0.6505,0,defensive
99.6,64.06,6.303,-7.99,0.5388,0,pull
85.38,37.81,6.094,112.08,0.4332,0,cut
97.89,14.86,5.206,28.45,0.2397,1,defensive
105.29,48.13,3.107,11.36,0.5555,1,straight_drive
96.49,30.46,2.443,9.34,0.8598,1,straight_drive
73.93,40.63,3.029,-4.26,0.7822,1,straight_drive
93.1,57.89,3.826,-46.53,0.7508,1,flick
85.31,37.19,3.788,-36.12,0.8878,1,flick
74.27,27.06,4.369,23.0,0.744,1,cover_drive
99.59,35.13,4.519,-41.74,0.655,1,flick
99.78,76.25,6.368,14.77,0.6606,0,pull
67.8,57.85,2.975,13.45,0.4813,1,defensive
82.19,42.86,3.269,81.57,0.6232,1,cover_drive
90.91,77.65,6.508,53.85,0.626,0,cut
89.67,39.29,2.987,63.26,0.9108,1,cover_drive
93.69,35.73,3.308,49.11,0.7105,1,cover_drive
71.13,35.03,3.088,10.61,0.7833,1,straight_drive
87.24,56.95,3.777,-70.05,0.7223,1,flick
64.87,40.54,4.46,59.15,0.3746,1,defensive
86.08,88.0,7.33,16.71,0.4832,1,pull
90.34,26.52,2.783,-4.8,0.721,1,straight_drive
85.64,27.59,1.469,12.85,0.5217,1,straight_drive
123.15,100.2,6.239,63.18,0.5193,1,cut
93.22,24.31,3.303,8.66,0.6923,1,straight_drive
87.76,70.48,6.076,45.4,0.66,0,cut
73.76,40.46,3.249,22.1,0.5448,1,defensive
93.41,39.49,3.442,80.73,0.8379,1,cover_drive
107.75,51.0,3.19,26.41,0.5888,1,straight_drive
82.84,42.85,4.457,-57.95,0.6236,1,flick
114.78,81.96,6.423,-5.32,0.7363,0,pull
109.51,31.07,3.916,-19.74,0.7063,1,flick
99.81,36.43,4.055,38.33,1.0,1,cover_drive
86.54,29.73,3.297,94.02,0.8367,1,cover_drive
83.43,22.63,2.295,20.72,0.9624,1,straight_drive
96.39,78.48,7.276,-4.2,0.8123,0,pull
95.39,56.44,7.627,40.13,0.5822,0,pull
101.27,73.73,6.064,-1.98,0.8504,0,pull
103.57,28.2,3.31,-53.03,0.5366,0,flick
99.11,75.91,5.584,38.25,0.8289,1,cut
87.37,84.19,4.646,90.58,0.8255,0,cut
110.61,26.65,3.816,47.05,0.6271,1,cover_drive
89.71,15.89,3.274,67.95,0.5222,1,cover_drive
86.1,60.55,5.277,-20.05,0.5771,1,defensive
81.67,80.08,8.148,-4.29,0.5943,1,pull
91.16,61.2,6.305,27.38,0.7665,0,pull
86.58,4.84,3.656,-16.76,0.6546,1,flick
90.51,63.43,7.238,13.48,0.6209,0,pull
91.17,8.84,3.528,82.98,0.5652,1,cover_drive
99.81,30.08,5.42,17.58,0.3688,0,defensive
97.3,56.13,3.083,11.07,0.5563,1,defensive
96.35,22.89,3.868,17.13,0.7656,1,straight_drive
107.97,59.76,2.932,2.9,0.5411,1,straight_drive
70.55,63.16,4.879,66.21,0.4366,1,defensive
83.64,55.11,3.859,-49.83,0.9373,0,flick
69.94,37.46,3.973,4.56,0.5378,1,defensive
79.33,37.77,3.665,27.04,0.8037,1,defensive
86.68,34.24,3.927,-85.0,0.8284,0,flick
81.57,44.37,5.989,-28.97,0.5792,0,pull
121.77,66.43,6.843,-29.27,0.7888,0,pull
76.69,72.85,3.844,-69.83,1.0,0,flick
78.17,30.73,4.978,59.0,0.6635,0,defensive
67.85,33.02,2.852,40.77,0.8758,1,defensive
86.55,38.4,3.531,73.79,0.9159,1,cover_drive
97.57,87.86,7.334,89.0,0.6514,0,cut
69.75,55.75,4.503,36.19,0.4399,1,defensive
88.58,89.23,6.715,-8.38,0.7685,0,pull
60.28,54.08,5.319,33.39,0.5638,1,defensive
97.97,31.1,4.565,37.91,0.6992,0,defensive
97.58,65.82,6.892,10.0,0.6534,0,pull
100.33,75.34,6.242,-54.52,0.6943,1,pull
86.3,79.74,4.264,80.61,0.7165,1,cut
89.12,44.98,2.853,-33.93,0.9265,0,flick
102.07,98.47,4.907,99.65,0.6508,0,cut
114.1,83.01,6.152,59.96,0.8927,0,cut
87.58,53.56,3.983,-69.94,0.646,0,flick
